row_id,target,expected,token_id,reference,surface,normalized_surface,lemma,gram_class,case,gender,number,person,mood,tense,voice,decision,reason,source
PL-20,yā,NOM/ACC.PL.N relative,b09_h061_30_zur_a_01,RV 9.61.30a,yā́,yā,yá-,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b09_h062_19_zur_b_04,RV 9.62.19b,śríyaḥ,śriyaḥ,śrī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b09_h062_27_zur_a_02,RV 9.62.27a,imā́,imā,ayám,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b09_h063_01_zur_c_01,RV 9.63.1c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,ayā,INS.SG demonstrative or adverbial,b09_h063_07_zur_a_01,RV 9.63.7a,ayā́,ayā,ayám,pronoun,INS,F,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b09_h063_30_zur_a_01,RV 9.63.30a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,ayā,INS.SG demonstrative or adverbial,b09_h065_12_zur_a_01,RV 9.65.12a,ayā́,ayā,ayám,pronoun,INS,F,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
DU-07,anī,NOM/ACC/VOC.DU.N candidate suffix,b09_h066_02_zur_b_03,RV 9.66.2b,dhā́manī,dhāmanī,dhā́man-,nominal stem,NOM,N,DU,,,,,accepted,neuter dual,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yāni,NOM/ACC.PL.N relative,b09_h066_03_zur_a_03,RV 9.66.3a,yā́ni,yāni,yá-,pronoun,,N,PL,,,,,accepted, plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b09_h066_21_zur_b_01,RV 9.66.21b,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b09_h067_31_zur_a_02,RV 9.67.31a,pāvamānī́ḥ,pāvamānīḥ,pāvamānī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b09_h067_32_zur_a_01,RV 9.67.32a,pāvamānī́ḥ,pāvamānīḥ,pāvamānī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b09_h068_10_zur_d_04,RV 9.68.10d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b09_h069_04_zur_b_02,RV 9.69.4b,devī́ḥ,devīḥ,devī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b09_h069_07_zur_d_01,RV 9.69.7d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
DU-05,hariṇī,NOM/ACC/VOC.DU.N later-form candidate,b09_h070_07_zur_b_03,RV 9.70.7b,háriṇī,hariṇī,hárita-,nominal stem,ACC,N,DU,,,,,accepted,neuter dual,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trī,NOM/ACC.PL.N numeral,b09_h073_08_zur_b_01,RV 9.73.8b,trī́,trī,trí-,nominal stem,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-16,śamī,INS.SG.F,b09_h074_07_zur_c_02,RV 9.74.7c,śámī,śamī,śámī-,nominal stem,INS,F,SG,,,,,accepted,instrumental singular feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b09_h077_03_zur_c_02,RV 9.77.3c,ahyàḥ,ahyaḥ,ahī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,sahasram,syntax review: uninflected collective,b09_h078_02_zur_d_01,RV 9.78.2d,sahásram,sahasram,sahásra-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b09_h079_01_zur_d_05,RV 9.79.1d,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b09_h086_08_zur_a_03,RV 9.86.8a,nadyàḥ,nadyaḥ,nadī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b09_h086_17_zur_a_03,RV 9.86.17a,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b09_h086_27_zur_a_03,RV 9.86.27a,abhiśríyaḥ,abhiśriyaḥ,abhiśrī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-05,pañca,syntax review: uninflected numeral,b09_h086_29_zur_b_03,RV 9.86.29b,páñca,pañca,páñca-,nominal stem,ACC,F,PL,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b09_h086_30_zur_d_02,RV 9.86.30d,imā́,imā,ayám,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b09_h086_37_zur_a_02,RV 9.86.37a,imā́,imā,ayám,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b09_h089_01_zur_c_04,RV 9.89.1c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b09_h090_02_zur_b_03,RV 9.90.2b,vā́ṇīḥ,vāṇīḥ,vā́ṇī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,sahasram,syntax review: uninflected collective,b09_h091_03_zur_c_01,RV 9.91.3c,sahásram,sahasram,sahásra-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-05,pañca,syntax review: uninflected numeral,b09_h092_03_zur_d_04,RV 9.92.3d,páñca,pañca,páñca-,nominal stem,ACC,M,PL,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b09_h092_04_zur_d_03,RV 9.92.4d,nadyàḥ,nadyaḥ,nadī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b09_h092_04_zur_d_05,RV 9.92.4d,yahvī́ḥ,yahvīḥ,yahvī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b09_h094_01_zur_b_02,RV 9.94.1b,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b09_h094_02_zur_c_01,RV 9.94.2c,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b09_h096_07_zur_c_04,RV 9.96.7c,imā́,imā,ayám,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b09_h097_03_zur_b_04,RV 9.97.3b,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b09_h097_29_zur_a_01,RV 9.97.29a,śatám,śatam,śatá-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,sahasram,syntax review: uninflected collective,b09_h097_29_zur_b_01,RV 9.97.29b,sahásram,sahasram,sahásra-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,ayā,INS.SG demonstrative or adverbial,b09_h097_52_zur_a_01,RV 9.97.52a,ayā́,ayā,ayám,pronoun,INS,F,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,enā,INS.SG demonstrative or adverbial,b09_h097_52_zur_a_04,RV 9.97.52a,enā́,enā,ayám,pronoun,INS,,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,enā,INS.SG demonstrative or adverbial,b09_h097_53_zur_a_03,RV 9.97.53a,enā́,enā,ayám,pronoun,INS,,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trī,NOM/ACC.PL.N numeral,b09_h097_55_zur_a_02,RV 9.97.55a,trī́,trī,trí-,nominal stem,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-05,pañca,syntax review: uninflected numeral,b09_h098_06_zur_a_03,RV 9.98.6a,páñca,pañca,páñca-,nominal stem,NOM,,PL,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b09_h099_02_zur_c_03,RV 9.99.2c,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-05,pañca,syntax review: uninflected numeral,b09_h101_09_zur_c_02,RV 9.101.9c,páñca,pañca,páñca-,nominal stem,ACC,,PL,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trīṇi,NOM/ACC.PL.N numeral,b09_h102_03_zur_a_01,RV 9.102.3a,trī́ṇi,trīṇi,trí-,nominal stem,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trī,NOM/ACC.PL.N numeral,b09_h103_02_zur_c_01,RV 9.103.2c,trī́,trī,trí-,nominal stem,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b09_h103_03_zur_c_02,RV 9.103.3c,vā́ṇīḥ,vāṇīḥ,vā́ṇī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b09_h103_05_zur_a_02,RV 9.103.5a,daívīḥ,daivīḥ,daívī-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b09_h104_04_zur_b_02,RV 9.104.4b,vā́ṇīḥ,vāṇīḥ,vā́ṇī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,sahasram,syntax review: uninflected collective,b09_h106_06_zur_c_01,RV 9.106.6c,sahásram,sahasram,sahásra-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,ayā,INS.SG demonstrative or adverbial,b09_h106_14_zur_a_01,RV 9.106.14a,ayā́,ayā,ayám,pronoun,INS,F,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b09_h108_10_zur_d_03,RV 9.108.10d,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b09_h110_09_zur_b_01,RV 9.110.9b,imā́,imā,ayám,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,ayā,INS.SG demonstrative or adverbial,b09_h111_01_zur_a_01,RV 9.111.1a,ayā́,ayā,ayám,pronoun,INS,F,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b09_h112_01_zur_a_05,RV 9.112.1a,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b10_h001_04_zur_a_05,RV 10.1.4a,jánitrīḥ,janitrīḥ,jánitrī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b10_h005_05_zur_a_03,RV 10.5.5a,áruṣīḥ,aruṣīḥ,áruṣī-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b10_h006_06_zur_c_01,RV 10.6.6c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b10_h007_04_zur_a_03,RV 10.7.4a,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b10_h007_04_zur_a_04,RV 10.7.4a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b10_h008_03_zur_c_03,RV 10.8.3c,áruṣīḥ,aruṣīḥ,áruṣī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trīṇi,NOM/ACC.PL.N numeral,b10_h008_09_zur_d_02,RV 10.8.9d,trī́ṇi,trīṇi,trí-,nominal stem,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b10_h009_04_zur_a_03,RV 10.9.4a,devī́ḥ,devīḥ,devī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b10_h010_03_zur_c_06,RV 10.10.3c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-05,pañca,syntax review: uninflected numeral,b10_h013_03_zur_a_01,RV 10.13.3a,páñca,pañca,páñca-,nominal stem,,N,PL,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,enā,INS.SG demonstrative or adverbial,b10_h014_02_zur_d_01,RV 10.14.2d,enā́,enā,ayám,pronoun,INS,,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,enā,INS.SG demonstrative or adverbial,b10_h014_04_zur_d_01,RV 10.14.4d,enā́,enā,ayám,pronoun,INS,,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b10_h015_04_zur_b_01,RV 10.15.4b,imā́,imā,ayám,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,sahasram,syntax review: uninflected collective,b10_h015_10_zur_c_04,RV 10.15.10c,sahásram,sahasram,sahásra-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b10_h017_05_zur_a_02,RV 10.17.5a,imā́,imā,ayám,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b10_h017_08_zur_d_05,RV 10.17.8d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b10_h017_10_zur_c_05,RV 10.17.10c,devī́ḥ,devīḥ,devī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b10_h018_04_zur_c_01,RV 10.18.4c,śatám,śatam,śatá-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b10_h018_04_zur_c_04,RV 10.18.4c,purūcī́ḥ,purūcīḥ,purūcī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b10_h018_07_zur_a_02,RV 10.18.7a,nā́rīḥ,nārīḥ,nā́rī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b10_h018_07_zur_a_04,RV 10.18.7a,supátnīḥ,supatnīḥ,supátnī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b10_h018_09_zur_b_01,RV 10.18.9b,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,sahasram,syntax review: uninflected collective,b10_h018_12_zur_b_01,RV 10.18.12b,sahásram,sahasram,sahásra-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b10_h019_01_zur_d_01,RV 10.19.1d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b10_h021_03_zur_e_03,RV 10.21.3e,śríyaḥ,śriyaḥ,śrī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b10_h022_02_zur_a_04,RV 10.22.2a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b10_h022_09_zur_d_02,RV 10.22.9d,kṣoṇáyaḥ,kṣoṇayaḥ,kṣoṇí- ~ kṣoṇī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b10_h022_12_zur_b_01,RV 10.22.12b,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b10_h022_13_zur_a_01,RV 10.22.13a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yā,NOM/ACC.PL.N relative,b10_h023_02_zur_a_04,RV 10.23.2a,yā́,yā,yá-,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,enā,INS.SG demonstrative or adverbial,b10_h023_07_zur_a_03,RV 10.23.7a,enā́,enā,ayám,pronoun,INS,,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b10_h023_07_zur_d_01,RV 10.23.7d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b10_h024_01_zur_c_01,RV 10.24.1c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-04,aṣṭa,NOM/ACC numeral,b10_h027_15_zur_b_01,RV 10.27.15b,aṣṭá,aṣṭa,aṣṭā́-,nominal stem,NOM,M,PL,,,,,accepted,annotated with the numeral lemma,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,enā,INS.SG demonstrative or adverbial,b10_h027_21_zur_c_03,RV 10.27.21c,enā́,enā,ayám,pronoun,INS,,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b10_h028_04_zur_b_03,RV 10.28.4b,nadyàḥ,nadyaḥ,nadī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b10_h029_02_zur_c_03,RV 10.29.2c,śatám,śatam,śatá-,nominal stem,ACC,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b10_h030_06_zur_d_05,RV 10.30.6d,devī́ḥ,devīḥ,devī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b10_h030_10_zur_c_02,RV 10.30.10c,jánitrīḥ,janitrīḥ,jánitrī-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b10_h030_10_zur_c_04,RV 10.30.10c,pátnīḥ,patnīḥ,pátnī-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b10_h030_12_zur_c_05,RV 10.30.12c,pátnīḥ,patnīḥ,pátnī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,enā,INS.SG demonstrative or adverbial,b10_h031_08_zur_a_03,RV 10.31.8a,enā́,enā,ayám,pronoun,INS,,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b10_h032_08_zur_a_07,RV 10.32.8a,imā́,imā,ayám,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b10_h033_02_zur_b_01,RV 10.33.2b,sapátnīḥ,sapatnīḥ,sapátnī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b10_h033_03_zur_a_07,RV 10.33.3a,ādhyàḥ,ādhyaḥ,ādhī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b10_h035_13_zur_d_05,RV 10.35.13d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
